frame_id,label,conf,x,y,w,h
11,0,0.4521484375,646.0,272.0,20.0,54.0
12,0,0.8857421875,338.0,354.0,46.0,134.0
12,0,0.8720703125,799.0,401.0,76.0,196.0
12,0,0.7861328125,285.0,363.0,63.0,141.0
12,0,0.71728515625,842.0,397.0,77.0,177.0
12,0,0.5791015625,384.0,287.0,18.0,51.0
12,0,0.56591796875,567.0,296.0,27.0,70.0
12,0,0.53564453125,365.0,310.0,29.0,83.0
12,0,0.4482421875,646.0,272.0,20.0,54.0
13,0,0.88623046875,338.0,355.0,46.0,135.0
13,0,0.806640625,797.0,402.0,74.0,190.0
13,0,0.80029296875,285.0,364.0,61.0,143.0
13,0,0.7958984375,857.0,398.0,79.0,174.0
13,0,0.54443359375,385.0,287.0,19.0,51.0
13,0,0.54443359375,366.0,310.0,30.0,82.0
13,0,0.5390625,567.0,295.0,27.0,69.0
13,0,0.443115234375,649.0,274.0,23.0,59.0
14,0,0.875,338.0,355.0,47.0,134.0
14,0,0.81494140625,867.0,402.0,90.0,182.0
14,0,0.80322265625,786.0,402.0,61.0,184.0
14,0,0.7041015625,285.0,363.0,60.0,135.0
14,0,0.53369140625,366.0,310.0,31.0,83.0
14,0,0.5244140625,567.0,295.0,27.0,69.0
14,0,0.50634765625,384.0,288.0,18.0,53.0
14,0,0.41259765625,648.0,273.0,22.0,57.0
15,0,0.875,338.0,355.0,46.0,133.0
15,0,0.83154296875,873.0,402.0,95.0,188.0
15,0,0.76416015625,801.0,404.0,75.0,195.0
15,0,0.76123046875,286.0,364.0,59.0,129.0
15,0,0.55322265625,364.0,309.0,28.0,82.0
15,0,0.51708984375,384.0,288.0,19.0,54.0
15,0,0.50732421875,644.0,273.0,18.0,51.0
15,0,0.484375,566.0,295.0,22.0,68.0
16,0,0.8818359375,339.0,354.0,47.0,132.0
16,0,0.8603515625,878.0,403.0,86.0,187.0
16,0,0.84375,831.0,402.0,105.0,188.0
16,0,0.79931640625,283.0,364.0,60.0,142.0
16,0,0.54833984375,364.0,307.0,28.0,81.0
16,0,0.5458984375,383.0,287.0,19.0,52.0
16,0,0.52880859375,645.0,273.0,19.0,52.0
16,0,0.5244140625,567.0,296.0,24.0,70.0
17,0,0.8837890625,340.0,355.0,48.0,133.0
17,0,0.8603515625,835.0,404.0,109.0,197.0
17,0,0.81982421875,285.0,364.0,61.0,142.0
17,0,0.75927734375,880.0,404.0,87.0,165.0
17,0,0.57275390625,384.0,288.0,21.0,55.0
17,0,0.53759765625,360.0,303.0,26.0,77.0
17,0,0.50341796875,645.0,273.0,20.0,52.0
17,0,0.487060546875,567.0,296.0,25.0,69.0
17,26,0.422119140625,756.0,308.0,23.0,31.0
18,0,0.8818359375,343.0,356.0,51.0,134.0
18,0,0.8564453125,833.0,405.0,103.0,197.0
18,0,0.8154296875,284.0,364.0,55.0,143.0
18,0,0.7509765625,886.0,401.0,86.0,173.0
18,0,0.52001953125,384.0,289.0,22.0,56.0
18,0,0.499755859375,566.0,296.0,24.0,69.0
18,0,0.495849609375,645.0,273.0,20.0,52.0
18,0,0.492431640625,361.0,301.0,27.0,75.0
18,26,0.463623046875,760.0,310.0,22.0,31.0
19,0,0.876953125,345.0,357.0,54.0,135.0
19,0,0.859375,831.0,406.0,97.0,200.0
19,0,0.8330078125,284.0,364.0,55.0,143.0
19,0,0.673828125,887.0,406.0,81.0,179.0
19,0,0.58837890625,645.0,273.0,19.0,51.0
19,0,0.5458984375,566.0,296.0,24.0,68.0
19,0,0.5283203125,384.0,292.0,24.0,62.0
19,0,0.5224609375,726.0,280.0,22.0,54.0
19,26,0.446533203125,766.0,310.0,24.0,29.0
19,0,0.4423828125,361.0,300.0,26.0,73.0
20,0,0.8779296875,346.0,357.0,55.0,135.0
20,0,0.84423828125,840.0,406.0,105.0,201.0
20,0,0.8154296875,285.0,366.0,56.0,145.0
20,0,0.724609375,887.0,405.0,73.0,186.0
20,0,0.58642578125,645.0,273.0,19.0,52.0
20,0,0.5478515625,566.0,296.0,24.0,68.0
20,0,0.4462890625,728.0,281.0,22.0,54.0
20,0,0.445068359375,385.0,289.0,24.0,56.0
20,26,0.428955078125,247.0,312.0,34.0,44.0
21,0,0.869140625,346.0,358.0,55.0,137.0
21,0,0.8447265625,847.0,409.0,114.0,205.0
21,0,0.82177734375,288.0,366.0,57.0,145.0
21,0,0.70166015625,878.0,406.0,60.0,190.0
21,0,0.5693359375,645.0,273.0,20.0,51.0
21,0,0.5302734375,566.0,296.0,24.0,68.0
21,26,0.499267578125,248.0,311.0,33.0,44.0
21,0,0.46923828125,729.0,281.0,22.0,55.0
21,26,0.440673828125,776.0,313.0,22.0,32.0
21,0,0.436279296875,736.0,278.0,20.0,48.0
21,0,0.406494140625,362.0,298.0,26.0,69.0
22,0,0.876953125,346.0,358.0,55.0,137.0
22,0,0.853515625,854.0,408.0,119.0,204.0
22,0,0.8525390625,289.0,366.0,58.0,145.0
22,0,0.78857421875,886.0,405.0,63.0,196.0
22,0,0.5810546875,645.0,273.0,20.0,51.0
22,0,0.541015625,566.0,296.0,24.0,68.0
22,0,0.415771484375,363.0,300.0,28.0,71.0
23,0,0.83740234375,289.0,367.0,58.0,146.0
23,0,0.8330078125,345.0,358.0,54.0,136.0
23,0,0.80908203125,861.0,409.0,120.0,205.0
23,0,0.71044921875,892.0,406.0,67.0,196.0
23,0,0.658203125,644.0,273.0,19.0,52.0
23,0,0.60205078125,566.0,297.0,25.0,71.0
23,0,0.47265625,739.0,280.0,27.0,51.0
23,0,0.415283203125,384.0,288.0,25.0,53.0
24,0,0.83251953125,862.0,410.0,112.0,207.0
24,0,0.826171875,345.0,358.0,54.0,136.0
24,0,0.8125,291.0,366.0,65.0,145.0
24,0,0.68408203125,892.0,406.0,61.0,196.0
24,0,0.66357421875,644.0,273.0,19.0,52.0
24,0,0.59619140625,566.0,297.0,25.0,71.0
24,0,0.4619140625,742.0,280.0,25.0,52.0
24,0,0.447265625,364.0,344.0,30.0,116.0
24,0,0.421875,384.0,288.0,26.0,54.0
25,0,0.892578125,858.0,413.0,100.0,209.0
25,0,0.8466796875,345.0,359.0,54.0,138.0
25,0,0.7529296875,896.0,406.0,60.0,201.0
25,0,0.72412109375,293.0,365.0,61.0,144.0
25,0,0.658203125,644.0,273.0,19.0,52.0
25,0,0.6103515625,567.0,297.0,26.0,71.0
25,0,0.4677734375,739.0,279.0,28.0,54.0
25,0,0.443359375,364.0,338.0,30.0,110.0
25,0,0.4287109375,386.0,286.0,26.0,51.0
26,0,0.896484375,851.0,414.0,82.0,213.0
26,0,0.8544921875,345.0,360.0,54.0,140.0
26,0,0.8193359375,902.0,404.0,62.0,200.0
26,0,0.79052734375,292.0,367.0,52.0,141.0
26,0,0.6513671875,644.0,273.0,19.0,52.0
26,0,0.63720703125,566.0,297.0,25.0,71.0
26,0,0.50244140625,384.0,288.0,25.0,53.0
26,0,0.462890625,956.0,328.0,31.0,92.0
26,0,0.433837890625,363.0,328.0,27.0,95.0
27,0,0.892578125,858.0,412.0,81.0,216.0
27,0,0.8564453125,346.0,360.0,52.0,139.0
27,0,0.806640625,910.0,403.0,72.0,192.0
27,0,0.77734375,292.0,367.0,52.0,142.0
27,0,0.61767578125,567.0,297.0,25.0,73.0
27,0,0.607421875,644.0,273.0,19.0,52.0
27,0,0.54052734375,739.0,279.0,27.0,58.0
27,0,0.46826171875,364.0,325.0,28.0,87.0
27,0,0.4482421875,956.0,328.0,31.0,90.0
27,0,0.44384765625,792.0,280.0,16.0,48.0
27,0,0.44189453125,385.0,289.0,24.0,53.0
28,0,0.86474609375,863.0,412.0,73.0,217.0
28,0,0.8525390625,346.0,359.0,54.0,139.0
28,0,0.7939453125,293.0,368.0,52.0,141.0
28,0,0.76025390625,928.0,404.0,85.0,191.0
28,0,0.6474609375,741.0,279.0,24.0,57.0
28,0,0.61328125,644.0,273.0,19.0,53.0
28,0,0.60205078125,567.0,297.0,25.0,72.0
28,0,0.477294921875,793.0,278.0,17.0,46.0
28,0,0.448486328125,364.0,334.0,28.0,96.0
28,0,0.4052734375,385.0,289.0,25.0,53.0
29,0,0.8720703125,872.0,412.0,73.0,217.0
29,0,0.8408203125,346.0,360.0,51.0,139.0
29,0,0.80517578125,948.0,408.0,100.0,204.0
29,0,0.763671875,294.0,368.0,57.0,147.0
29,0,0.70751953125,742.0,278.0,20.0,62.0
29,0,0.658203125,644.0,274.0,19.0,53.0
29,0,0.52587890625,567.0,297.0,25.0,72.0
29,0,0.453125,382.0,288.0,22.0,52.0
30,0,0.88818359375,884.0,413.0,82.0,216.0
30,0,0.8515625,346.0,358.0,48.0,137.0
30,0,0.83837890625,954.0,405.0,99.0,194.0
30,0,0.76416015625,295.0,368.0,56.0,147.0
30,0,0.67919921875,742.0,280.0,19.0,61.0
30,0,0.6689453125,644.0,274.0,19.0,53.0
30,0,0.556640625,381.0,292.0,21.0,58.0
30,0,0.5244140625,567.0,297.0,24.0,71.0
30,0,0.460693359375,758.0,271.0,17.0,51.0
30,0,0.410888671875,365.0,345.0,28.0,115.0
31,0,0.88037109375,890.0,419.0,85.0,223.0
31,0,0.8525390625,347.0,358.0,48.0,137.0
31,0,0.8193359375,958.0,409.0,98.0,195.0
31,0,0.81884765625,743.0,280.0,20.0,62.0
31,0,0.740234375,294.0,372.0,49.0,152.0
31,0,0.65478515625,644.0,274.0,19.0,53.0
31,0,0.603515625,381.0,292.0,21.0,58.0
31,0,0.50732421875,759.0,274.0,18.0,54.0
31,0,0.5068359375,567.0,296.0,25.0,69.0
31,0,0.421142578125,367.0,333.0,27.0,94.0
32,0,0.88037109375,898.0,416.0,90.0,219.0
32,0,0.84326171875,347.0,358.0,47.0,137.0
32,0,0.80810546875,744.0,280.0,20.0,63.0
32,0,0.79931640625,295.0,370.0,58.0,150.0
32,0,0.6767578125,950.0,410.0,108.0,199.0
32,0,0.6533203125,644.0,274.0,19.0,53.0
32,0,0.59228515625,380.0,291.0,19.0,56.0
32,0,0.52294921875,758.0,274.0,17.0,55.0
32,0,0.459716796875,567.0,296.0,25.0,70.0
33,0,0.87548828125,911.0,427.0,102.0,232.0
33,0,0.85791015625,746.0,279.0,20.0,61.0
33,0,0.84033203125,348.0,358.0,48.0,137.0
33,0,0.806640625,295.0,371.0,59.0,151.0
33,0,0.66357421875,644.0,274.0,19.0,53.0
33,0,0.5322265625,380.0,291.0,20.0,56.0
33,0,0.51953125,960.0,414.0,86.0,186.0
33,0,0.45556640625,760.0,272.0,15.0,53.0
33,0,0.454833984375,566.0,296.0,24.0,69.0
34,0,0.8935546875,920.0,427.0,108.0,230.0
34,0,0.84912109375,350.0,358.0,50.0,138.0
34,0,0.7919921875,296.0,372.0,62.0,152.0
34,0,0.740234375,749.0,278.0,20.0,59.0
34,0,0.66357421875,644.0,274.0,19.0,53.0
34,0,0.52880859375,958.0,412.0,78.0,180.0
34,0,0.478271484375,756.0,276.0,19.0,56.0
34,0,0.461669921875,566.0,296.0,24.0,69.0
34,0,0.4375,368.0,345.0,28.0,114.0
35,0,0.9111328125,937.0,434.0,123.0,235.0
35,0,0.87255859375,351.0,358.0,48.0,139.0
35,0,0.8349609375,295.0,376.0,60.0,156.0
35,0,0.7880859375,751.0,278.0,21.0,59.0
35,0,0.63818359375,646.0,273.0,20.0,55.0
35,0,0.59765625,566.0,299.0,24.0,73.0
35,0,0.5966796875,958.0,414.0,66.0,208.0
35,0,0.50830078125,370.0,342.0,29.0,113.0
36,0,0.9111328125,944.0,435.0,128.0,236.0
36,0,0.87841796875,351.0,358.0,47.0,139.0
36,0,0.833984375,295.0,375.0,60.0,155.0
36,0,0.80322265625,753.0,279.0,23.0,62.0
36,0,0.63134765625,567.0,299.0,24.0,73.0
36,0,0.6298828125,645.0,274.0,20.0,54.0
36,0,0.51318359375,370.0,343.0,29.0,117.0
37,0,0.89306640625,954.0,435.0,138.0,235.0
37,0,0.87548828125,352.0,358.0,47.0,138.0
37,0,0.81103515625,296.0,376.0,66.0,156.0
37,0,0.75,754.0,279.0,24.0,63.0
37,0,0.59765625,567.0,299.0,24.0,73.0
37,0,0.58544921875,646.0,273.0,20.0,54.0
37,0,0.54052734375,960.0,403.0,61.0,183.0
37,0,0.51416015625,378.0,332.0,31.0,105.0
38,0,0.88427734375,352.0,359.0,48.0,139.0
38,0,0.8798828125,958.0,437.0,140.0,237.0
38,0,0.796875,297.0,372.0,66.0,152.0
38,0,0.68212890625,756.0,279.0,25.0,63.0
38,0,0.61279296875,646.0,273.0,20.0,55.0
38,0,0.5791015625,567.0,299.0,25.0,73.0
38,0,0.50244140625,960.0,406.0,50.0,180.0
38,26,0.44482421875,943.0,363.0,47.0,69.0
39,0,0.87744140625,353.0,359.0,48.0,139.0
39,0,0.86767578125,958.0,440.0,140.0,241.0
39,0,0.84326171875,296.0,375.0,71.0,154.0
39,0,0.70361328125,756.0,278.0,25.0,60.0
39,0,0.59033203125,646.0,273.0,20.0,56.0
39,0,0.568359375,960.0,417.0,43.0,214.0
39,0,0.52490234375,566.0,296.0,24.0,69.0
39,0,0.454833984375,378.0,333.0,31.0,103.0
40,0,0.8759765625,354.0,359.0,48.0,139.0
40,0,0.8544921875,297.0,376.0,73.0,156.0
40,0,0.8505859375,953.0,440.0,133.0,240.0
40,0,0.59765625,960.0,418.0,37.0,203.0
40,0,0.5966796875,756.0,279.0,24.0,59.0
40,0,0.578125,646.0,273.0,20.0,55.0
40,0,0.556640625,566.0,296.0,24.0,69.0
41,0,0.88916015625,957.0,438.0,133.0,239.0
41,0,0.86865234375,353.0,360.0,47.0,140.0
41,0,0.86376953125,296.0,380.0,71.0,160.0
41,0,0.6220703125,760.0,278.0,24.0,59.0
41,0,0.58642578125,646.0,273.0,20.0,55.0
41,0,0.58154296875,566.0,297.0,25.0,69.0
41,0,0.556640625,379.0,336.0,31.0,108.0
41,26,0.4169921875,264.0,319.0,43.0,45.0
42,0,0.90234375,955.0,436.0,122.0,239.0
42,0,0.86279296875,354.0,359.0,48.0,137.0
42,0,0.8564453125,296.0,380.0,71.0,159.0
42,0,0.62646484375,762.0,279.0,24.0,61.0
42,0,0.58056640625,566.0,297.0,24.0,70.0
42,0,0.55029296875,646.0,273.0,20.0,55.0
42,26,0.49755859375,264.0,319.0,42.0,46.0
42,0,0.414306640625,960.0,399.0,29.0,185.0
42,0,0.413330078125,380.0,335.0,30.0,108.0
43,0,0.86083984375,951.0,438.0,105.0,241.0
43,0,0.8603515625,357.0,360.0,51.0,137.0
43,0,0.8603515625,296.0,379.0,68.0,158.0
43,0,0.59228515625,762.0,278.0,21.0,60.0
43,0,0.5791015625,649.0,273.0,22.0,58.0
43,0,0.57275390625,566.0,296.0,24.0,70.0
43,26,0.41748046875,264.0,320.0,43.0,48.0
44,0,0.875,357.0,359.0,51.0,138.0
44,0,0.86669921875,296.0,380.0,66.0,159.0
44,0,0.8291015625,957.0,438.0,105.0,242.0
44,0,0.5732421875,649.0,273.0,22.0,58.0
44,0,0.5712890625,763.0,276.0,21.0,61.0
44,0,0.56396484375,566.0,296.0,24.0,70.0
44,0,0.404052734375,380.0,336.0,30.0,110.0
45,0,0.875,357.0,359.0,51.0,137.0
45,0,0.869140625,296.0,380.0,62.0,159.0
45,0,0.8056640625,956.0,438.0,92.0,248.0
45,0,0.552734375,566.0,296.0,24.0,70.0
45,0,0.55126953125,646.0,273.0,19.0,56.0
45,0,0.498779296875,380.0,335.0,30.0,109.0
45,0,0.488037109375,763.0,274.0,19.0,61.0
46,0,0.8779296875,357.0,358.0,51.0,136.0
46,0,0.87548828125,959.0,435.0,73.0,241.0
46,0,0.87109375,295.0,379.0,61.0,159.0
46,0,0.5673828125,380.0,335.0,30.0,108.0
46,0,0.5380859375,650.0,273.0,22.0,58.0
46,0,0.487060546875,566.0,296.0,24.0,70.0
47,0,0.8779296875,960.0,438.0,64.0,245.0
47,0,0.86767578125,357.0,358.0,49.0,135.0
47,0,0.857421875,296.0,380.0,61.0,159.0
47,0,0.7392578125,652.0,273.0,22.0,56.0
47,0,0.54248046875,381.0,336.0,32.0,109.0
47,0,0.54150390625,566.0,296.0,24.0,70.0
47,26,0.44384765625,263.0,320.0,42.0,48.0
48,0,0.876953125,960.0,441.0,57.0,247.0
48,0,0.86083984375,296.0,380.0,61.0,160.0
48,0,0.8505859375,359.0,358.0,51.0,135.0
48,0,0.75830078125,652.0,273.0,22.0,57.0
48,0,0.56005859375,566.0,296.0,24.0,70.0
48,0,0.46875,768.0,279.0,19.0,54.0
48,26,0.43115234375,262.0,320.0,42.0,48.0
48,26,0.424560546875,910.0,318.0,28.0,36.0
48,0,0.41796875,383.0,337.0,34.0,108.0
49,0,0.8779296875,960.0,436.0,54.0,243.0
49,0,0.87109375,296.0,379.0,61.0,159.0
49,0,0.8681640625,359.0,358.0,51.0,135.0
49,0,0.689453125,652.0,273.0,22.0,58.0
49,0,0.55615234375,566.0,296.0,24.0,69.0
49,0,0.52783203125,772.0,278.0,21.0,51.0
50,0,0.86669921875,296.0,379.0,62.0,159.0
50,0,0.86376953125,359.0,358.0,51.0,136.0
50,0,0.82421875,960.0,438.0,50.0,248.0
50,0,0.71533203125,652.0,273.0,22.0,58.0
50,0,0.5498046875,566.0,296.0,24.0,70.0
50,0,0.5263671875,774.0,277.0,22.0,52.0
51,0,0.87548828125,296.0,380.0,61.0,160.0
51,0,0.8564453125,359.0,358.0,50.0,135.0
51,0,0.7822265625,960.0,438.0,51.0,246.0
51,0,0.7001953125,652.0,272.0,21.0,54.0
51,0,0.57177734375,566.0,295.0,23.0,69.0
51,0,0.469970703125,776.0,277.0,22.0,56.0
52,0,0.8720703125,296.0,380.0,60.0,160.0
52,0,0.857421875,359.0,358.0,50.0,135.0
52,0,0.7470703125,959.0,435.0,52.0,219.0
52,0,0.705078125,652.0,272.0,21.0,54.0
52,0,0.57080078125,566.0,295.0,23.0,69.0
53,0,0.86767578125,296.0,380.0,60.0,160.0
53,0,0.857421875,360.0,359.0,51.0,137.0
53,0,0.79931640625,959.0,434.0,51.0,212.0
53,0,0.7119140625,652.0,273.0,21.0,55.0
53,0,0.58154296875,566.0,295.0,24.0,70.0
53,24,0.40478515625,886.0,260.0,36.0,40.0
54,0,0.86572265625,296.0,380.0,60.0,161.0
54,0,0.86083984375,361.0,359.0,52.0,137.0
54,0,0.68896484375,960.0,435.0,50.0,215.0
54,0,0.6884765625,651.0,273.0,20.0,53.0
54,0,0.6474609375,784.0,276.0,19.0,52.0
54,0,0.56689453125,566.0,295.0,23.0,70.0
54,26,0.55419921875,944.0,328.0,33.0,59.0
54,0,0.51220703125,385.0,336.0,34.0,109.0
54,0,0.43701171875,769.0,277.0,20.0,53.0
54,24,0.413330078125,886.0,260.0,36.0,40.0
54,26,0.407958984375,261.0,317.0,43.0,44.0
55,0,0.876953125,360.0,360.0,50.0,138.0
55,0,0.857421875,296.0,380.0,61.0,162.0
55,0,0.6953125,784.0,276.0,18.0,52.0
55,0,0.60693359375,651.0,273.0,19.0,52.0
55,0,0.59814453125,384.0,335.0,34.0,108.0
55,0,0.54443359375,567.0,294.0,23.0,69.0
55,26,0.480224609375,949.0,326.0,33.0,58.0
55,0,0.43359375,960.0,436.0,46.0,240.0
56,0,0.89208984375,360.0,360.0,50.0,138.0
56,0,0.8583984375,297.0,380.0,62.0,161.0
56,0,0.62353515625,651.0,273.0,19.0,52.0
56,0,0.56298828125,784.0,276.0,18.0,53.0
56,0,0.54443359375,386.0,334.0,36.0,105.0
56,0,0.53564453125,567.0,294.0,23.0,71.0
56,0,0.427490234375,316.0,294.0,28.0,71.0
56,0,0.41259765625,774.0,277.0,23.0,56.0
57,0,0.87353515625,359.0,361.0,49.0,140.0
57,0,0.8544921875,298.0,380.0,61.0,161.0
57,0,0.66259765625,651.0,272.0,20.0,54.0
57,0,0.53662109375,784.0,277.0,18.0,55.0
57,0,0.481689453125,778.0,277.0,24.0,55.0
57,0,0.478271484375,386.0,336.0,35.0,105.0
57,0,0.423828125,316.0,294.0,28.0,72.0
57,0,0.41455078125,567.0,294.0,23.0,66.0
58,0,0.86767578125,359.0,362.0,49.0,141.0
58,0,0.8505859375,300.0,381.0,62.0,162.0
58,0,0.67626953125,651.0,272.0,21.0,54.0
58,0,0.51806640625,387.0,336.0,36.0,106.0
58,0,0.51318359375,783.0,276.0,18.0,59.0
58,26,0.482421875,266.0,321.0,47.0,48.0
58,0,0.42919921875,778.0,277.0,24.0,57.0
59,0,0.8720703125,358.0,361.0,48.0,139.0
59,0,0.8515625,304.0,384.0,68.0,164.0
59,0,0.6884765625,652.0,272.0,21.0,54.0
59,0,0.5615234375,786.0,276.0,18.0,58.0
59,0,0.53857421875,567.0,296.0,24.0,71.0
59,0,0.52587890625,386.0,336.0,34.0,109.0
59,26,0.51708984375,266.0,322.0,47.0,49.0
60,0,0.86767578125,358.0,361.0,49.0,139.0
60,0,0.833984375,308.0,384.0,73.0,163.0
60,0,0.6796875,652.0,272.0,21.0,55.0
60,0,0.60595703125,387.0,338.0,35.0,112.0
60,0,0.5927734375,567.0,297.0,25.0,72.0
60,26,0.493408203125,267.0,323.0,47.0,49.0
60,0,0.4892578125,784.0,276.0,17.0,52.0
61,0,0.8701171875,357.0,359.0,48.0,137.0
61,0,0.81689453125,308.0,384.0,77.0,164.0
61,0,0.67578125,387.0,338.0,36.0,111.0
61,0,0.64990234375,651.0,272.0,21.0,54.0
61,0,0.5712890625,566.0,297.0,24.0,72.0
61,26,0.5419921875,268.0,323.0,47.0,50.0
62,0,0.88134765625,357.0,359.0,48.0,138.0
62,0,0.80859375,313.0,385.0,76.0,165.0
62,0,0.66015625,386.0,339.0,35.0,112.0
62,0,0.6533203125,651.0,272.0,21.0,55.0
62,0,0.54638671875,566.0,297.0,24.0,73.0
62,26,0.53515625,270.0,323.0,48.0,49.0
63,0,0.8720703125,357.0,362.0,49.0,140.0
63,0,0.81884765625,315.0,384.0,78.0,162.0
63,0,0.67138671875,384.0,340.0,33.0,112.0
63,0,0.64892578125,651.0,272.0,21.0,53.0
63,0,0.56640625,566.0,297.0,24.0,73.0
63,26,0.450439453125,272.0,324.0,48.0,50.0
64,0,0.88134765625,357.0,364.0,49.0,142.0
64,0,0.80517578125,315.0,383.0,67.0,158.0
64,0,0.7099609375,386.0,340.0,33.0,111.0
64,0,0.65234375,651.0,272.0,21.0,53.0
64,0,0.5693359375,567.0,297.0,24.0,73.0
64,26,0.494384765625,271.0,323.0,46.0,49.0
65,0,0.8583984375,357.0,365.0,49.0,142.0
65,0,0.79248046875,318.0,385.0,67.0,161.0
65,0,0.64892578125,651.0,272.0,21.0,53.0
65,0,0.6298828125,387.0,339.0,35.0,109.0
65,0,0.5712890625,566.0,297.0,24.0,72.0
65,26,0.46630859375,272.0,323.0,46.0,47.0
66,0,0.86572265625,355.0,364.0,48.0,142.0
66,0,0.77978515625,319.0,384.0,65.0,161.0
